MI_PRINX,offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,MinOfibr_code,dispo_code,MaxOfnum_victims,Shift,Avg Day,loc_type,UC2 Literal,neighborhood,npu,x,y
7375012,170020966,01/02/2017,01/01/2017,23:30:00,01/02/2017,11:00:00,501,,,1016 HOWELL MILL RD NW,0640,2305,,1,Morn,Mon,18,LARCENY-FROM VEHICLE,Home Park,E,-84.412440000000004,33.781829999999999
7375013,170020995,01/02/2017,01/02/2017,11:46:00,01/02/2017,12:45:00,305,,,178 MOURY AVE SW,0640,2305,,1,Day,Mon,18,LARCENY-FROM VEHICLE,The Villages at Carver,Y,-84.391300000000001,33.712989999999998
7375014,170021004,01/02/2017,01/01/2017,17:00:00,01/02/2017,11:51:00,601,,1,919 GREENWOOD AVE NE,0710,2404,,1,Unk,Mon,13,AUTO THEFT,Virginia Highland,F,-84.357249999999993,33.776609999999998
7375015,170021028,01/02/2017,01/01/2017,19:00:00,01/02/2017,10:00:00,414,,,2898 ALEXANDRIA DR SW,0710,2404,,1,Morn,Mon,18,AUTO THEFT,Deerwood,P,-84.51464,33.675519999999999
7375016,170021060,01/02/2017,01/02/2017,08:00:00,01/02/2017,12:00:00,204,,,3 SURRY COUNTY PL NW,0720,2424,,1,Day,Mon,26,AUTO THEFT,Westover Plantation,C,-84.440700000000007,33.822760000000002
7375017,170021088,01/02/2017,12/31/2016,23:00:00,01/02/2017,12:43:00,407,,,453 UTOY CIR SW,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Ridgecrest Forest,H,-84.526799999999994,33.741799999999998
7375018,170021114,01/02/2017,01/02/2017,01:00:00,01/02/2017,12:50:00,310,,,402 SARGENT DR SE,0690,2399,,1,Morn,Mon,20,LARCENY-NON VEHICLE,Lakewood,Z,-84.376019999999997,33.690710000000003
7375019,170021133,01/02/2017,01/02/2017,09:30:00,01/02/2017,12:30:00,407,,,597 TARRAGON WAY SW,0511,2202,,1,Day,Mon,20,BURGLARY-RESIDENCE,Wilson Mill Meadows,H,-84.521860000000004,33.750300000000003
7375020,170021138,01/02/2017,01/02/2017,11:00:00,01/02/2017,13:10:00,213,,,1349 LENOX CIR NE,0650,2304,,1,Day,Mon,18,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,-84.349350000000001,33.80903
7375021,170021147,01/02/2017,01/01/2017,18:00:00,01/02/2017,13:00:00,203,,,1700 ZADIE ST NW,0640,2305,,1,Unk,Mon,20,LARCENY-FROM VEHICLE,Hills Park,D,-84.444370000000006,33.802489999999999
7375022,170021166,01/02/2017,01/02/2017,13:32:00,01/02/2017,13:32:00,509,,,477 PEACHTREE ST,0430,1315,20,2,Day,Mon,,AGG ASSAULT,Downtown,M,-84.385239999999996,33.76764
7375023,170021212,01/02/2017,01/02/2017,13:55:00,01/02/2017,14:45:00,607,,,978 BRUCE CIR,0511,2202,,1,Day,Mon,,BURGLARY-RESIDENCE,Custer/McDonough/Guice,W,-84.35651,33.716250000000002
7375024,170021227,01/02/2017,01/02/2017,14:00:00,01/02/2017,14:05:00,104,,619,385 LEGACY DR SW,0531,2202A,,1,Day,Mon,20,BURGLARY-RESIDENCE,Harris Chiles,T,-84.419370000000001,33.74494
7375025,170021254,01/02/2017,01/02/2017,13:36:00,01/02/2017,13:40:00,609,,,1250 CAROLINE ST NE,0630,2303,,1,Day,Mon,24,LARCENY-NON VEHICLE,Edgewood,O,-84.347880000000004,33.758589999999998
7375026,170021275,01/02/2017,01/02/2017,13:00:00,01/02/2017,13:45:00,601,,,1026 PONCE DE LEON AVE NE,0670,2308,,1,Day,Mon,4,LARCENY-NON VEHICLE,Virginia Highland,F,-84.353750000000005,33.774560000000001
7375027,170021278,01/02/2017,12/31/2016,18:41:00,12/31/2016,20:26:00,211,,,2539 PIEDMONT RD NE,0630,2303,,1,Eve,Sat,12,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.363280000000003,33.82403
7375028,170021297,01/02/2017,01/02/2017,14:00:00,01/02/2017,14:55:00,605,,,422 WOODWARD AVE SE,0640,2305,,2,Day,Mon,13,LARCENY-FROM VEHICLE,Grant Park,W,-84.373710000000003,33.745780000000003
7375029,170021307,01/02/2017,01/01/2016,08:00:00,01/02/2017,15:05:00,509,,,265 PEACHTREE ST NE,0670,2308,,1,Unk,Unk,14,LARCENY-NON VEHICLE,Downtown,M,-84.386719999999997,33.761519999999997
7375030,170021314,01/02/2017,01/02/2017,15:06:00,01/02/2017,15:06:00,507,,,180 WALKER ST SW,0640,2305,,1,Eve,Mon,,LARCENY-FROM VEHICLE,Castleberry Hill,M,-84.401319999999998,33.749639999999999
7375031,170021323,01/02/2017,01/02/2017,14:30:00,01/02/2017,15:00:00,203,,,1455 ELLSWORTH INDUSTRIAL BLVD NW,0640,2305,,1,Day,Mon,18,LARCENY-FROM VEHICLE,Blandtown,D,-84.425749999999994,33.795789999999997
7375032,170021336,01/02/2017,01/02/2017,14:47:00,01/02/2017,15:20:00,511,,,100 PIEDMONT AVE SE,0670,2308,,1,Eve,Mon,21,LARCENY-NON VEHICLE,Downtown,M,-84.385339999999999,33.750959999999999
7375033,170021383,01/02/2017,01/02/2017,13:30:00,01/02/2017,15:30:00,204,,,1495 CHATTAHOOCHEE AVE NW,0640,2305,,2,Day,Mon,18,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.436220000000006,33.808869999999999
7375034,170021512,01/02/2017,01/02/2017,16:15:00,01/02/2017,17:17:00,211,,,2539 PIEDMONT RD NE,0630,2303,10,1,Eve,Mon,8,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.363280000000003,33.82403
7375035,170021524,01/02/2017,01/02/2017,15:40:00,01/02/2017,16:34:00,210,,300,3535 PEACHTREE RD NE,0670,2308,,1,Eve,Mon,24,LARCENY-NON VEHICLE,Lenox,B,-84.360209999999995,33.852719999999998
7375036,170021610,01/02/2017,12/21/2016,16:00:00,01/01/2017,13:00:00,202,,,4380 GARMON RD NW,0690,2310,,1,Unk,Unk,,LARCENY-NON VEHICLE,Mt. Paran/Northside,A,-84.427400000000006,33.875030000000002
7375037,170021666,01/02/2017,01/02/2017,17:20:00,01/02/2017,17:24:00,107,,B,1960 NORTH AVE NW,0710,2404,,1,Eve,Mon,20,AUTO THEFT,Grove Park,J,-84.451899999999995,33.768410000000003
7375038,170021671,01/02/2017,01/02/2017,17:35:00,01/02/2017,17:41:00,405,,,2630 MARTIN L KING JR DR SW,0630,2303,10,1,Eve,Mon,8,LARCENY-NON VEHICLE,Harland Terrace,I,-84.474050000000005,33.753770000000003
7375039,170021702,01/02/2017,01/02/2017,17:45:00,01/02/2017,17:55:00,303,,,630 SMITH ST SW,0410,1314,,2,Eve,Mon,20,AGG ASSAULT,Mechanicsville,V,-84.400620000000004,33.737760000000002
7375040,170021711,01/02/2017,01/02/2017,13:20:00,01/02/2017,18:00:00,212,,,2345 CHESHIRE BRIDGE RD NE,0640,2305,,1,Eve,Mon,,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,F,-84.351299999999995,33.81906
7375041,170021726,01/02/2017,01/02/2017,18:00:00,01/02/2017,18:12:00,204,,,1801 HOWELL MILL RD NW,0630,2303,10,1,Eve,Mon,7,LARCENY-NON VEHICLE,Berkeley Park,D,-84.412779999999998,33.803879999999999
7375042,170021779,01/02/2017,01/02/2017,08:15:00,01/02/2017,18:30:00,212,,5101,2000 MONROE PL NE,0511,2202,,1,Day,Mon,20,BURGLARY-RESIDENCE,Piedmont Heights,F,-84.370249999999999,33.810299999999998
7375043,170021780,01/02/2017,12/21/2016,22:00:00,01/02/2017,18:50:00,308,,,1895 THOMASVILLE DR SE,0690,2399,,1,Unk,Unk,20,LARCENY-NON VEHICLE,Thomasville Heights,Z,-84.35866,33.700180000000003
7375044,170021786,01/02/2017,01/02/2017,18:38:00,01/02/2017,18:43:00,408,,,1722 CAMPBELLTON RD SW,0710,2404,,1,Eve,Mon,23,AUTO THEFT,,R,-84.444230000000005,33.711379999999998
7375045,170021798,01/02/2017,01/01/2017,17:30:00,01/02/2017,18:49:00,412,,,3724 MILFORD PL SW,0430,1315,,1,Unk,Mon,20,AGG ASSAULT,Cascade Green,P,-84.50394,33.714649999999999
7375046,170021871,01/02/2017,12/26/2016,17:00:00,01/02/2017,17:30:00,207,,,255 BRIGHTON RD NE,0710,2404,,1,Unk,Unk,20,AUTO THEFT,Brookwood Hills,E,-84.3857,33.810879999999997
7375047,170021938,01/02/2017,01/02/2017,17:00:00,01/02/2017,20:00:00,212,,,2110 FAULKNER RD NE,0640,2305,,1,Eve,Mon,18,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,F,-84.358689999999996,33.812089999999998
7375048,170021965,01/02/2017,01/01/2017,22:30:00,01/02/2017,20:15:00,212,,5503,415 ARMOUR DR NE,0640,2305,,1,Unk,Mon,18,LARCENY-FROM VEHICLE,,F,-84.374120000000005,33.812669999999997
7375049,170021967,01/02/2017,01/02/2017,19:00:00,01/02/2017,20:15:00,602,,,438 MORELAND AVE NE,0640,2305,,1,Eve,Mon,21,LARCENY-FROM VEHICLE,Inman Park,N,-84.349159999999998,33.76634
7375050,170021969,01/02/2017,01/02/2017,20:00:00,01/02/2017,20:21:00,109,,,667 CHURCH ST NW,0710,2404,,1,Eve,Mon,13,AUTO THEFT,Center Hill,J,-84.466800000000006,33.773330000000001
7375051,170022047,01/02/2017,01/02/2017,14:03:00,01/02/2017,20:45:00,212,,4107,2000 MONROE PL NE,0511,2202,,1,Eve,Mon,20,BURGLARY-RESIDENCE,Piedmont Heights,F,-84.370249999999999,33.810299999999998
7375052,170022128,01/02/2017,01/02/2017,21:00:00,01/02/2017,22:15:00,507,,,89 MANGUM ST SW,0311,1212,,1,Eve,Mon,,ROBBERY-PEDESTRIAN,Castleberry Hill,M,-84.400450000000006,33.751980000000003
7375053,170022145,01/02/2017,01/02/2017,22:06:00,01/02/2017,22:30:00,302,,,765 MCDANIEL ST SW,0640,2305,,6,Eve,Mon,26,LARCENY-FROM VEHICLE,Pittsburgh,V,-84.402209999999997,33.733649999999997
7375054,170022169,01/03/2017,12/25/2016,00:01:00,01/02/2017,22:21:00,109,,,2485 DONALD LEE HOLLOWELL PKWY NW,0670,2308,20,1,Unk,Unk,20,LARCENY-NON VEHICLE,Center Hill,J,-84.466920000000002,33.776090000000003
7375055,170022179,01/02/2017,12/23/2016,05:00:00,01/01/2017,13:20:00,211,,2003,740 SIDNEY MARCUS BLVD NE,0511,2202,,1,Unk,Unk,26,BURGLARY-RESIDENCE,Lindbergh/Morosgo,B,-84.363349999999997,33.825980000000001
7375056,170022196,01/02/2017,01/02/2017,20:15:00,01/02/2017,22:49:00,303,,,561 PRYOR ST SW,0640,2305,,1,Eve,Mon,26,LARCENY-FROM VEHICLE,Mechanicsville,V,-84.394670000000005,33.739249999999998
7375057,170030062,01/03/2017,12/24/2016,09:00:00,01/03/2017,00:20:00,414,,9011,3725 PRINCETON LAKES PKWY SW,0511,2202,,1,Unk,Unk,26,BURGLARY-RESIDENCE,Princeton Lakes,P,-84.508769999999998,33.657769999999999
7375058,170030092,01/03/2017,01/02/2017,22:50:00,01/02/2017,23:10:00,110,,B,2052 RUTH ST NW,0710,2404,,1,Morn,Mon,20,AUTO THEFT,Grove Park,J,-84.454539999999994,33.785580000000003
7375059,170030203,01/03/2017,01/02/2017,23:15:00,01/03/2017,01:35:00,301,,,587 ERIN AVE SW,0335,1208,,3,Morn,Tue,20,ROBBERY-RESIDENCE,Capitol View Manor,X,-84.406819999999996,33.719470000000001
7375060,170030217,01/03/2017,01/03/2017,01:34:00,01/03/2017,01:40:00,211,,,174 PEACHTREE HILLS AVE NE,0512,2203,,2,Morn,Tue,24,BURGLARY-NONRES,Peachtree Hills,B,-84.381550000000004,33.817970000000003
7375061,170030445,01/03/2017,01/03/2017,04:00:00,01/03/2017,04:04:00,204,,,1709 HOWELL MILL RD NW,0512,2203,,1,Morn,Tue,8,BURGLARY-NONRES,Berkeley Park,D,-84.415279999999996,33.800890000000003
7375062,170030483,01/03/2017,01/03/2017,03:45:00,01/03/2017,04:30:00,403,,,1524 PINEVIEW TER SW,0730,2434,,1,Morn,Tue,20,AUTO THEFT,Cascade Avenue/Road,S,-84.437880000000007,33.728250000000003
7375063,170030487,01/03/2017,01/03/2017,00:00:00,01/03/2017,04:30:00,308,,,1132 VALLEY VIEW RD SE,0640,2305,,1,Morn,Tue,18,LARCENY-FROM VEHICLE,Leila Valley,Z,-84.351489999999998,33.691429999999997
7375064,170030536,01/03/2017,01/03/2017,03:00:00,01/03/2017,05:05:00,406,,,1016 REDBUD LN SW,0640,2305,,1,Morn,Tue,20,LARCENY-FROM VEHICLE,Green Acres Valley,I,-84.500820000000004,33.728259999999999
7375065,170030614,01/03/2017,01/03/2017,03:44:00,01/03/2017,03:44:00,206,,,2980 PIEDMONT RD NE,0512,2203,40,1,Morn,Tue,99,BURGLARY-NONRES,Garden Hills,B,-84.368930000000006,33.835970000000003
7375066,170030617,01/03/2017,01/03/2017,06:09:00,01/03/2017,06:19:00,409,,,3319 TIARA CIR SW,0710,2404,,1,Morn,Tue,20,AUTO THEFT,Southwest,R,-84.49606,33.702190000000002
7375067,170030632,01/03/2017,01/02/2017,22:00:00,01/03/2017,06:00:00,307,,128,240 AMAL DR SW,0640,2305,,4,Morn,Tue,18,LARCENY-FROM VEHICLE,Betmar LaVilla,Y,-84.395300000000006,33.706159999999997
7375068,170030646,01/03/2017,01/02/2017,20:00:00,01/03/2017,06:40:00,213,,,1402 N HIGHLAND AVE NE,0512,2203,,1,Morn,Tue,24,BURGLARY-NONRES,Morningside/Lenox Park,F,-84.35257,33.792819999999999
7375069,170030664,01/03/2017,01/02/2017,22:30:00,01/03/2017,23:00:00,301,,,890 WARNER ST SW,0720,2424,,1,Unk,Tue,18,AUTO THEFT,Oakland City,S,-84.417400000000001,33.724119999999999
7375070,170030684,01/03/2017,12/30/2016,19:00:00,01/03/2017,06:00:00,208,,,3312 PIEDMONT RD NE,0512,2203,,1,Unk,Unk,6,BURGLARY-NONRES,Buckhead Forest,B,-84.372579999999999,33.844769999999997
7375071,170030698,01/03/2017,01/03/2017,00:00:00,01/03/2017,06:00:00,503,,A,48 12TH ST NE,0640,2305,,1,Morn,Tue,,LARCENY-FROM VEHICLE,Midtown,E,-84.38588,33.784649999999999
7375072,170030789,01/03/2017,12/21/2016,12:00:00,01/03/2017,08:00:00,607,,,877 CUSTER AVE SE,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Custer/McDonough/Guice,W,-84.360349999999997,33.716830000000002
7375073,170030907,01/03/2017,01/03/2017,08:38:00,01/03/2017,08:38:00,502,,,1230 PEACHTREE ST NE,0312,1201,,2,Day,Tue,,ROBBERY-COMMERCIAL,Midtown,E,-84.386369999999999,33.787999999999997
7375074,170030964,01/03/2017,01/02/2017,22:00:00,01/03/2017,08:00:00,112,,202,2798 PEEK RD NW,0710,2404,,1,Morn,Tue,26,AUTO THEFT,Collier Heights,I,-84.478149999999999,33.777430000000003
7375075,170030970,01/03/2017,12/30/2016,12:19:00,01/03/2017,08:30:00,207,,800,2045 PEACHTREE RD NE,0670,2308,,1,Unk,Unk,5,LARCENY-NON VEHICLE,,E,-84.392690000000002,33.810180000000003
7375076,170031032,01/03/2017,01/03/2017,09:30:00,01/03/2017,10:00:00,505,,,842 PEACHTREE ST NE,0630,2303,10,1,Day,Tue,,LARCENY-NON VEHICLE,Midtown,E,-84.385869999999997,33.777450000000002
7375077,170031111,01/03/2017,01/03/2017,09:15:00,01/03/2017,09:40:00,102,,,835 MARTIN L KING JR DR NW,0630,2303,10,1,Day,Tue,24,LARCENY-NON VEHICLE,Vine City,L,-84.414569999999998,33.755040000000001
7375078,170031129,01/03/2017,01/01/2017,19:00:00,01/01/2017,20:00:00,507,,D22,445 MARKHAM ST SW,0511,2202,,1,Eve,Sun,26,BURGLARY-RESIDENCE,Castleberry Hill,M,-84.400689999999997,33.752740000000003
7375079,170031190,01/03/2017,01/01/2017,21:00:00,01/02/2017,03:00:00,313,,,185 SOUTHSIDE INDUSTRIAL PKWY SE,0640,2305,,1,Morn,Mon,29,LARCENY-FROM VEHICLE,Blair Villa/Poole Creek,Z,-84.382829999999998,33.650770000000001
7375080,170031208,01/03/2017,01/02/2017,20:30:00,01/03/2017,08:00:00,112,,,704 ALINE DR NW,0640,2305,,1,Morn,Tue,20,LARCENY-FROM VEHICLE,Collier Heights,I,-84.489419999999996,33.774500000000003
7375081,170031232,01/03/2017,01/03/2017,10:35:00,01/03/2017,10:38:00,203,,,2331 BOLTON RD NW,0710,2404,,1,Day,Tue,23,AUTO THEFT,Bolton,D,-84.461789999999993,33.819090000000003
7375082,170031253,01/03/2017,01/02/2017,22:52:00,01/03/2017,10:15:00,509,,,60 ANDREW YOUNG INTERNA BLVD NE,0670,2308,,1,Morn,Tue,21,LARCENY-NON VEHICLE,Downtown,M,-84.385220000000004,33.759909999999998
7375083,170031285,01/03/2017,01/03/2017,11:00:00,01/03/2017,11:05:00,213,,,1544 PIEDMONT AVE NE @PUBLIX - ANSLEY,0620,2302,,1,Day,Tue,13,LARCENY-NON VEHICLE,Piedmont Heights,F,-84.371009999999998,33.797890000000002
7375084,170031289,01/03/2017,12/30/2016,12:00:00,01/03/2017,07:00:00,606,,,144 MORELAND AVE NE,0511,2202,,1,Unk,Unk,6,BURGLARY-RESIDENCE,Reynoldstown,N,-84.349599999999995,33.757359999999998
7375085,170031314,01/03/2017,01/03/2017,11:10:00,01/03/2017,11:20:00,408,,,2080 CAMPBELLTON RD SW,0430,1315,30,1,Day,Tue,,AGG ASSAULT,,R,-84.445869999999999,33.711190000000002
7375086,170031406,01/03/2017,01/03/2017,11:40:00,01/03/2017,11:43:00,204,,,1801 HOWELL MILL RD NW,0630,2303,10,1,Day,Tue,24,LARCENY-NON VEHICLE,Berkeley Park,D,-84.412779999999998,33.803879999999999
7375087,170031412,01/03/2017,01/03/2017,11:00:00,01/03/2017,11:54:00,309,,,2685 METROPOLITAN PARKWAY SW,0630,2303,10,1,Day,Tue,12,LARCENY-NON VEHICLE,Perkerson,X,-84.409019999999998,33.682740000000003
7375088,170031448,01/03/2017,12/31/2016,07:00:00,01/02/2017,07:30:00,503,,,1065 PEACHTREE ST NE,0670,2308,,1,Unk,Unk,,LARCENY-NON VEHICLE,Midtown,E,-84.382949999999994,33.783630000000002
7375089,170031574,01/03/2017,01/03/2017,12:50:00,01/03/2017,12:53:00,110,,,1178 GUN CLUB RD NW,0640,2305,,1,Day,Tue,13,LARCENY-FROM VEHICLE,Almond Park,G,-84.457639999999998,33.786850000000001
7375090,170031637,01/03/2017,01/02/2017,21:30:00,01/03/2017,07:00:00,111,,,274 FAIRBURN RD NW,0650,2304,,1,Morn,Tue,20,LARCENY-FROM VEHICLE,Adamsville,H,-84.502960000000002,33.763170000000002
7375091,170031700,01/03/2017,01/03/2017,13:45:00,01/03/2017,13:50:00,303,,,520 FULTON ST SW,0511,2202,10,1,Day,Tue,26,BURGLARY-RESIDENCE,Mechanicsville,V,-84.40419,33.740920000000003
7375092,170031742,01/03/2017,01/03/2017,14:00:00,01/03/2017,14:15:00,212,,,2115 PIEDMONT RD NE @SQUIRE INN MOTEL NE,0710,2404,,1,Day,Tue,18,AUTO THEFT,Morningside/Lenox Park,F,-84.365780000000001,33.812350000000002
7375093,170031744,01/03/2017,12/27/2016,17:39:00,12/27/2016,17:41:00,404,,,1888 WESTWOOD AVE SW,0640,2305,,1,Eve,Tue,20,LARCENY-FROM VEHICLE,Westwood Terrace,I,-84.449579999999997,33.738529999999997
7375094,170031763,01/03/2017,01/02/2017,11:30:00,01/03/2017,14:20:00,605,,,637 CHEROKEE AVE SE,0512,2203,,1,Unk,Tue,20,BURGLARY-NONRES,Grant Park,W,-84.373909999999995,33.737130000000001
7375095,170031790,01/03/2017,01/03/2017,14:00:00,01/03/2017,14:30:00,211,,,2525 PIEDMONT RD NE @HOME DEPOT,0630,2303,,1,Day,Tue,24,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.366,33.8245
7375096,170031792,01/03/2017,01/03/2017,13:35:00,01/03/2017,14:44:00,411,,,3030 HEADLAND DR SW,0640,2305,,1,Day,Tue,18,LARCENY-FROM VEHICLE,Greenbriar,R,-84.48742,33.688409999999998
7375097,170031793,01/03/2017,01/03/2017,14:45:00,01/03/2017,14:55:00,410,,927,1881 MYRTLE DR SW,0531,2202A,10,1,Day,Tue,21,BURGLARY-RESIDENCE,Campbellton Road,R,-84.455100000000002,33.703780000000002
7375098,170031836,01/03/2017,01/02/2017,23:30:00,01/03/2017,02:00:00,109,,,2517 DONALD LEE HOLLOWELL PKWY NW,0610,2301,,1,Morn,Tue,,LARCENY-NON VEHICLE,Center Hill,J,-84.468239999999994,33.776049999999998
7375099,170031860,01/03/2017,01/03/2017,14:25:00,01/03/2017,14:35:00,108,,,2085 VERBENA ST NW,0640,2305,,1,Day,Tue,13,LARCENY-FROM VEHICLE,Penelope Neighbors,J,-84.454970000000003,33.754739999999998
7375100,170031912,01/03/2017,01/03/2017,16:00:00,01/03/2017,16:02:00,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,0630,2303,10,1,Eve,Tue,12,LARCENY-NON VEHICLE,Edgewood,O,-84.346190000000007,33.756740000000001
7375101,170031951,01/03/2017,01/03/2017,14:00:00,01/03/2017,15:45:00,502,,,1001 PIEDMONT AVE NE,0640,2305,,1,Day,Tue,18,LARCENY-FROM VEHICLE,Midtown,E,-84.380219999999994,33.782020000000003
7375102,170032036,01/03/2017,01/03/2017,16:00:00,01/03/2017,16:10:00,109,,,2259 SISK ST NW,0690,2399,20,1,Eve,Tue,13,LARCENY-NON VEHICLE,Almond Park,G,-84.46199,33.780880000000003
7375103,170032061,01/03/2017,01/03/2017,16:00:00,01/03/2017,16:16:00,609,,,1217 CAROLINE ST NE,0630,2303,,2,Eve,Tue,24,LARCENY-NON VEHICLE,Edgewood,O,-84.348749999999995,33.757860000000001
7375104,170032081,01/03/2017,01/03/2017,12:52:00,01/03/2017,16:00:00,510,,,80 JESSE HILL JR DR SE @GRADY,0640,2305,,1,Day,Tue,18,LARCENY-FROM VEHICLE,Downtown,M,-84.381979999999999,33.75168
7375105,170032090,01/03/2017,01/03/2017,14:00:00,01/03/2017,14:30:00,206,,A-104,3035 PEACHTREE RD NE,0630,2303,,1,Day,Tue,24,LARCENY-NON VEHICLE,Buckhead Village,B,-84.380849999999995,33.838050000000003
7375106,170032091,01/03/2017,01/03/2017,14:00:00,01/03/2017,14:20:00,507,,,100 CENTENNIAL OLYMPIC P DR NW @PHILLIPS ARENA,0640,2305,,1,Day,Tue,18,LARCENY-FROM VEHICLE,Downtown,M,-84.396349999999998,33.757330000000003
7375107,170032104,01/03/2017,01/03/2017,16:00:00,01/03/2017,16:30:00,603,,,642 RANKIN ST NE,0640,2305,,1,Eve,Tue,13,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.366500000000002,33.767290000000003
7375108,170032142,01/03/2017,01/03/2017,16:38:00,01/03/2017,16:40:00,511,,,69 PEACHTREE ST SW,0342,1203,10,1,Eve,Tue,99,ROBBERY-COMMERCIAL,Downtown,M,-84.391710000000003,33.752780000000001
7375109,170032160,01/03/2017,01/03/2017,16:00:00,01/03/2017,16:30:00,211,,,2539 PIEDMONT RD NE @TARGET - PIEDMONT,0630,2303,,1,Eve,Tue,8,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.363280000000003,33.82403
7375110,170032302,01/03/2017,01/03/2017,07:30:00,01/03/2017,17:22:00,607,,,1141 GILBERT ST SE,0710,2404,,1,Day,Tue,13,AUTO THEFT,Woodland Hills,W,-84.350920000000002,33.723410000000001
7375111,170032314,01/03/2017,01/03/2017,17:00:00,01/03/2017,17:35:00,503,,,992 PEACHTREE ST NE,0341,1206,30,1,Eve,Tue,99,ROBBERY-PEDESTRIAN,Midtown,E,-84.384100000000004,33.78192
7375112,170032326,01/03/2017,12/20/2016,12:00:00,01/03/2017,17:27:00,413,,,2291 DANIEL RD SW,0650,2304,,1,Unk,Unk,20,LARCENY-FROM VEHICLE,Fairburn,P,-84.518540000000002,33.692100000000003
7375113,170032477,01/03/2017,01/02/2017,15:00:00,01/02/2017,21:00:00,603,,,675 PONCE DE LEON AVE NE @PONCE CITY MARKET,0660,2317,,1,Eve,Mon,18,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.365039999999993,33.772959999999998
7375114,170032525,01/03/2017,01/02/2017,20:00:00,01/03/2017,18:29:00,609,,,187 WHITEFOORD AVE NE,0640,2305,,1,Unk,Tue,13,LARCENY-FROM VEHICLE,Edgewood,O,-84.341629999999995,33.758740000000003
7375115,170032552,01/03/2017,01/03/2017,07:30:00,01/03/2017,17:00:00,606,,,863 KIRKWOOD AVE SE,0511,2202,,1,Day,Tue,20,BURGLARY-RESIDENCE,Reynoldstown,N,-84.359009999999998,33.750059999999998
7375116,170032584,01/03/2017,01/03/2017,18:45:00,01/03/2017,18:45:00,507,,,296 NORTHSIDE DR NW,0710,2404,,1,Eve,Tue,,AUTO THEFT,Downtown,M,-84.402609999999996,33.76247
7375117,170032607,01/03/2017,12/31/2016,19:00:00,01/01/2017,14:00:00,607,,,1585 MORELAND AVE SE,0710,2404,,1,Unk,Sun,18,AUTO THEFT,Custer/McDonough/Guice,W,-84.350170000000006,33.711129999999997
7375118,170032638,01/03/2017,01/03/2017,07:30:00,01/03/2017,19:12:00,103,,,479 NORTHSIDE DR NW,0440,1399,,1,Day,Tue,23,AGG ASSAULT,English Avenue,L,-84.404309999999995,33.767560000000003
7375119,170032720,01/03/2017,01/03/2017,18:35:00,01/03/2017,19:40:00,603,,,737 RALPH MCGILL BLVD NE,0640,2305,,1,Eve,Tue,18,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.363020000000006,33.766060000000003
7375120,170032770,01/03/2017,01/03/2017,20:05:00,01/03/2017,20:15:00,107,,,1923 BAKER RD NW,0420,1315K,,1,Eve,Tue,20,AGG ASSAULT,Grove Park,J,-84.449860000000001,33.77122
7375121,170032777,01/03/2017,01/03/2017,19:41:00,01/03/2017,20:08:00,208,,,3500 PEACHTREE RD NE @PHIPPS PLAZA,0630,2303,,1,Eve,Tue,8,LARCENY-NON VEHICLE,North Buckhead,B,-84.362780000000001,33.853020000000001
7375122,170032789,01/03/2017,01/03/2017,18:30:00,01/03/2017,20:30:00,606,,,180 CARROLL ST SE,0640,2305,,1,Eve,Tue,18,LARCENY-FROM VEHICLE,Cabbagetown,N,-84.367909999999995,33.74962
7375123,170032840,01/03/2017,01/03/2017,17:30:00,01/03/2017,20:41:00,612,,,1245 GLENWOOD AVE SE,0640,2305,,6,Eve,Tue,18,LARCENY-FROM VEHICLE,East Atlanta,W,-84.346599999999995,33.74006
7375124,170032848,01/03/2017,01/03/2017,20:37:00,01/03/2017,20:41:00,612,,,356 MORELAND AVE SE,0710,2404,,1,Eve,Tue,23,AUTO THEFT,East Atlanta,W,-84.349010000000007,33.743580000000001
7375125,170032870,01/03/2017,01/03/2017,10:00:00,01/03/2017,20:00:00,203,,303,2232 DUNSEATH AVE NW,0511,2202,,3,Eve,Tue,20,BURGLARY-RESIDENCE,Bolton,D,-84.449200000000005,33.816670000000002
7375126,170032880,01/03/2017,01/03/2017,21:04:00,01/03/2017,21:13:00,203,,,1398 ELAINE AVE,0710,2404,,1,Eve,Tue,13,AUTO THEFT,Blandtown,D,-84.429130000000001,33.79074
